Date,instability_index,volatility,avg_correlation,cov_drift,adaptive_lambda
2010-04-05,0.041082865577085674,0.014396222039820246,0.436894622822446,8.434175315656133e-05,3.0616242983656288
2010-04-06,0.008357652940555868,0.01429208194620344,0.4371415764271217,5.924261933841642e-05,3.012536479410834
2010-04-07,0.06867487099615223,0.014277288629742705,0.44353995034275895,0.00010188456404579548,3.1030123064942283
2010-04-08,0.018275632802282244,0.01422793097254635,0.44484908293177006,5.5300053163618374e-05,3.027413449203423
2010-04-09,0.10032307630898457,0.0141210391469911,0.45206405008492845,0.00012113552364942777,3.1504846144634766
2010-04-12,0.10862964151616146,0.014082829725142089,0.45439123050851,0.00012584582010318916,3.1629444622742424
2010-04-13,0.012636793474553617,0.01407281841347624,0.4532869732320658,4.033094909351806e-05,3.0189551902118303
2010-04-14,0.010969155439079245,0.01409876403742632,0.4524035325653267,3.929912354317503e-05,3.0164537331586185
2010-04-15,0.049906924677035815,0.013953020958598999,0.44508246216227326,9.864373214434448e-05,3.074860387015554
2010-04-16,0.09160908928208478,0.014711895792964023,0.4425916236311143,0.00010178632222833144,3.1374136339231273
2010-04-19,0.6090279204791956,0.014148054824129846,0.43491489905527475,0.0006249765988903028,3.9135418807187934
2010-04-20,0.23412103384374228,0.013576779637221367,0.4062777590311888,0.0003715709315126437,3.351181550765613
2010-04-21,0.19151021010558059,0.013734032545397755,0.37684885011729596,0.0003869487248211758,3.287265315158371
2010-04-22,-0.11537007105155606,0.01375340713852198,0.3682544504705075,0.00012166439607239846,2.8269448934226657
2010-04-23,-0.19846673225864697,0.01361676731819429,0.36331081653415587,6.302728126286676e-05,2.7022999016120295
2010-04-26,-0.06222586818929826,0.013583851631473012,0.36708587067077186,0.00018218905372827376,2.9066611977160526
2010-04-27,-0.053680164599087234,0.013713052847577126,0.37047654691877563,0.00017588423407378397,2.919479753101369
2010-04-28,0.0038280350317812426,0.013590133684015251,0.3870817874493613,0.00019986022604284357,3.005742052547672
2010-04-29,-0.09634365899142107,0.013618262575014776,0.3888071088660951,0.00010239448536511501,2.855484511512868
2010-04-30,-0.09531215074586331,0.013991893071029831,0.3837638516315646,9.415657520011308e-05,2.857031773881205
2010-05-03,0.16774402062304353,0.013328252328383609,0.40249870390555353,0.00033182565474048736,3.2516160309345654
2010-05-04,0.08241143407340683,0.013806422483085024,0.33662352688089897,0.0003687539569848166,3.1236171511101105
2010-05-05,0.0649226046864832,0.013759360984775721,0.36457235680630296,0.0002952949699671446,3.097383907029725
2010-05-06,-0.15758782076995795,0.014402116184626834,0.35311940716717566,8.049034202701426e-05,2.7636182688450632
2010-05-07,0.34010295145706576,0.014537708409440981,0.40531102866555124,0.00041984390654522814,3.510154427185599
2010-05-10,0.03666361577210977,0.015389122806167926,0.40632373705770936,9.263154397296863e-05,3.0549954236581645
2010-05-11,0.6701719913159038,0.015385548987291203,0.4687703709023514,0.0005425613581703374,4.005257986973856
2010-05-12,0.112440147505455,0.015254487567466472,0.4671983613105397,3.923225114520867e-05,3.1686602212581825
2010-05-13,0.24067107619360348,0.01527711804020597,0.46407415813874153,0.00016282309409501591,3.361006614290405
2010-05-14,0.17955776237371668,0.01541855784107748,0.4721900451763317,8.158098925706911e-05,3.2693366435605746
2010-05-17,0.22384424357323704,0.015416082194598318,0.4773727467894971,0.00011140254760222039,3.3357663653598553
2010-05-18,0.13212731524230645,0.015473456726522441,0.476212912108138,2.6339668573613074e-05,3.19819097286346
2010-05-19,0.23617965662369814,0.015455490830839837,0.48677615313640116,0.0001005129050089375,3.354269484935547
2010-05-20,0.24914233357398674,0.016264301851322147,0.47734758187785614,8.937381861458982e-05,3.3737135003609797
2010-05-21,0.8163239771535619,0.016460721804496547,0.5288989709754056,0.0004908500426115365,4.224485965730342
2010-05-24,0.5246108783026038,0.016610575095375855,0.52922561048136,0.0002134448988517247,3.786916317453906
2010-05-25,0.44940788508697677,0.01656981440184845,0.5302146362673711,0.00014424015984681516,3.6741118276304654
2010-05-26,0.39077610696452436,0.0166524496405924,0.523736835265242,9.969088480429159e-05,3.586164160446786
2010-05-27,0.3816138317420806,0.017189913371334492,0.5195201343840333,7.152738069336588e-05,3.572420747613121
2010-05-28,0.7517793190280466,0.017160692968693783,0.5417044647735424,0.0003665177725803365,4.12766897854207
2010-06-01,0.4579919169678846,0.01714359990638756,0.5434116317096562,9.317730060377234e-05,3.686987875451827
2010-06-02,0.48870052437976513,0.01744876441797405,0.5360747807313565,0.00012085033796782107,3.7330507865696476
2010-06-03,0.6331247071455168,0.017494017787160095,0.5523716392057281,0.00021654437978729473,3.9496870607182752
2010-06-04,0.4702305246464498,0.017941675701021922,0.550491218955025,4.6583901141273694e-05,3.7053457869696746
2010-06-07,0.838052613765956,0.018028916922312847,0.5696836533079432,0.0003395934769787801,4.257078920648934
2010-06-08,0.5799371697278237,0.018180490432738842,0.5690784626396004,9.503806870895051e-05,3.869905754591736
2010-06-09,0.6002597252049572,0.018197542820052842,0.5653071551051569,0.00012092257582209689,3.900389587807436
2010-06-10,0.5591557758707087,0.018595659818893075,0.568495983541757,5.493112092948527e-05,3.838733663806063
2010-06-11,0.8603871892633057,0.01866348719309247,0.5755934389330226,0.00031355330102490633,4.290580783894958
2010-06-14,0.5841982244557302,0.018657997873239154,0.5696232472412881,7.224683822657515e-05,3.8762973366835953
2010-06-15,0.5654820547134741,0.018884614719167688,0.5699083099539819,4.2272240325661584e-05,3.848223082070211
2010-06-16,0.7817484140240811,0.01886836681846231,0.582642554136959,0.00021505982553358222,4.172622621036122
2010-06-17,0.5917337488392179,0.01880439385740405,0.5835703264653821,4.147891955242438e-05,3.8876006232588267
2010-06-18,0.6180623774311976,0.018790532079107306,0.5850934134075975,6.3208474326362e-05,3.9270935661467963
2010-06-21,0.6004451222513945,0.0187407863365459,0.5863001459336474,4.705850942816097e-05,3.9006676833770917
2010-06-22,0.6400930664773244,0.01881158013366127,0.589641740289684,7.263118484111025e-05,3.9601395997159865
2010-06-23,0.6484460754184864,0.018835694975722312,0.590463446848806,7.727445097692108e-05,3.9726691131277296
2010-06-24,0.6220689956856417,0.018928147427767005,0.5863325515961418,5.688141661224051e-05,3.9331034935284626
2010-06-25,0.6674883966713314,0.01912416972402747,0.5873982611299325,8.594478505397651e-05,4.001232595006997
2010-06-28,0.7158691566887369,0.019176033480145516,0.572680359043085,0.0001592586982876854,4.073803735033105
2010-06-29,0.6432358309719249,0.01962943966059346,0.5661856705083841,8.20111658905352e-05,3.9648537464578872
2010-06-30,1.0494376677455037,0.01961338394720139,0.5776709403579121,0.00043240734274879196,4.574156501618255
2010-07-01,0.639212744616667,0.019609240284669663,0.579741019468321,5.034976422986997e-05,3.9588191169250004
2010-07-02,0.6307066976237788,0.019525898301632334,0.5799196567308075,4.659166517060491e-05,3.946060046435668
2010-07-06,0.6830089388015353,0.019531371566063053,0.5807073652330949,9.278540059962758e-05,4.024513408202303
2010-07-07,0.6803420138124245,0.019966951317244408,0.5821599273576326,6.391183507184822e-05,4.020513020718637
2010-07-08,1.0415320829176102,0.02005039538330897,0.5996848919206456,0.0003545878888280132,4.562298124376415
2010-07-09,0.7500169377276092,0.01997001000278049,0.6035019657042274,8.220718018794919e-05,4.125025406591414
2010-07-12,0.8170076631585338,0.019987632997197795,0.6058200683242071,0.00013800171176789255,4.2255114947378
2010-07-13,0.6934298735761898,0.019585206634990426,0.6058942347888914,4.555108055016058e-05,4.040144810364285
2010-07-14,1.2013729099620833,0.019553329558114924,0.6143217680326126,0.0004970542453740426,4.802059364943125
2010-07-15,0.6944190235759375,0.01954501799557687,0.6142972962625027,3.061242002987924e-05,4.041628535363906
2010-07-16,0.7571966885954574,0.019797369921965152,0.6154598480723437,7.244257432690131e-05,4.135795032893187
